name,date,tempmax,tempmin,avg_temp,dew,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy
zhengzhou,2019/5/14,27,14,20.7,7,42.5,0,14.4,179.1,1008.9,47,223.6,19.1
zhengzhou,2019/5/15,27.5,17,22.1,15,65,0,14.4,151.6,1008.1,18.9,209.3,17.9
zhengzhou,2019/5/16,29.3,18.8,23.8,17.7,70.8,0,14.4,162,1006.4,25.6,239,20.6
zhengzhou,2019/5/17,33,21,26.6,16.9,58.5,0,18,114.7,1004.6,26.8,290.1,25.1
zhengzhou,2019/5/18,23,19,21.4,17.3,77.7,0,18,111.9,1007.7,56.2,206.5,17.8
zhengzhou,2019/5/19,30,18,24.5,3.8,38.2,0,39.6,297.5,1010.2,44.3,301.4,25.9
zhengzhou,2019/5/20,29,13,22.4,-5.2,17.7,0,21.6,302.8,1015.3,55.8,328.6,28.3
zhengzhou,2019/5/21,33,14.8,25.6,-2.3,17.8,0,18,262.1,1009,48.4,328.4,28.5
zhengzhou,2019/5/22,37,15,28.9,0.9,22.6,0,21.6,275.2,1006.1,4.4,333.6,28.9
zhengzhou,2019/5/23,38,18.6,30.5,3.4,19.8,0,21.6,195.4,1006.8,39.1,325.1,27.9
zhengzhou,2019/5/24,31.8,20,27.6,9.7,33.4,0,18,176.6,1005.4,96.6,190.2,16.5
zhengzhou,2019/5/25,34.3,23,28.5,17.6,53.5,0,18,159.8,1002.1,59.7,278.6,24.1
zhengzhou,2019/5/26,35.8,22,29.2,16.6,54.1,0,32.4,228.7,1001.9,16.2,284.5,24.6
zhengzhou,2019/5/27,29,21,24.8,4.7,30.8,0,36,27.9,1014.8,60.3,309.4,26.8
zhengzhou,2019/5/28,25.5,18,21.9,5.5,36,0,18,206.5,1018,95.2,186.2,16
zhengzhou,2019/5/29,27.5,14,22.1,7.1,41.7,0,18,182.2,1012.4,48.7,311.7,26.9
zhengzhou,2019/5/30,30.5,18.8,24,14,56.7,0.4,14.4,191.4,1007.4,85.5,253.9,21.9
zhengzhou,2019/5/31,30,18,24.6,13.7,55.4,0,14.4,129.4,1010.3,65.4,260.9,22.5
zhengzhou,2019/6/1,34.2,21.6,28.3,10.8,36.2,0,14.4,195.8,1004.4,75.2,267.5,23.1
zhengzhou,2019/6/2,38.8,21.5,31.2,8.9,28.7,0,21.6,191.3,1000,26,315,27.4
zhengzhou,2019/6/3,36,25.6,30.7,10.5,31.5,0,28.8,202,1000.4,73.5,278.7,24.1
zhengzhou,2019/6/4,36,21,30.4,14.2,38,0,14.4,177.2,1003,53.7,294.6,25.5
zhengzhou,2019/6/5,30,20,25.9,19,67.7,26,32.4,29.1,1004.6,52.6,128.6,11.3
zhengzhou,2019/6/6,27.3,19.8,23.3,17.4,71.2,11,25.2,14.9,1006.5,87.2,259.7,22.4
zhengzhou,2019/6/7,32,19.8,26.3,17.5,60.9,0,12.6,163.7,1007.4,26.6,309,26.7
zhengzhou,2019/6/8,35,22,28.9,17.2,52.7,0,18,285.2,1004.3,57.5,307.8,26.7
zhengzhou,2019/6/9,35,24.8,30.4,13.2,38.7,0,21.6,52.7,1002.4,67.6,313.5,27
zhengzhou,2019/6/10,33,24,28,9.4,31.9,0,18,75.5,1006.4,69.8,311.6,26.7
zhengzhou,2019/6/11,33,24,28.8,10.9,34.3,0,14.3,183,1007.2,97.4,270.3,23.5
zhengzhou,2019/6/12,33,21,28.6,10.7,35,0,18,176.7,1006.8,75.8,240.6,20.8
zhengzhou,2019/6/13,34,23,28.7,11.7,36.4,0,10.8,141.5,1005.2,37.6,289.6,24.9
zhengzhou,2019/6/14,35,22,29.4,11.8,35.9,0,12.6,158.7,1004.2,25.5,317.7,27.4
zhengzhou,2019/6/15,34,25,30,12.8,35.8,0,14.4,202.9,1004.5,94.5,249.5,21.5
zhengzhou,2019/6/16,32.3,25,29.3,12.7,36.7,0,14.5,158.4,1005.8,82.8,267.6,23.2
zhengzhou,2019/6/17,31,23,27,15.9,51.3,0,25.2,60.7,1007.5,68,237.7,20.6
zhengzhou,2019/6/18,34.2,22,28.9,17.4,53.9,0,12.6,160.1,1005.1,21.1,319.9,27.9
zhengzhou,2019/6/19,32,24,28.4,20.2,62.2,0,14.4,141.1,1004.2,53.7,258.4,22.3
zhengzhou,2019/6/20,25,20,22.4,19.8,85.2,23,18,97.1,1005.8,74.8,113.1,9.7
zhengzhou,2019/6/21,30.2,22,26.2,20.3,71.5,0,14.4,29.2,1006.4,35.9,206.6,18
zhengzhou,2019/6/22,31,26,28,20.8,65.6,0,14.4,84.6,1007.7,26.3,225.5,19.4
zhengzhou,2019/6/23,33.8,24,28.9,16.5,51.4,0,21.6,78.9,1008.5,40.7,311.8,27.1
zhengzhou,2019/6/24,31.5,23,27.8,15.9,49.9,0,10.8,188.9,1008.3,87,216.3,18.7
zhengzhou,2019/6/25,31.3,24,27.7,16,50.1,0,14.4,131.4,1007.2,48.5,255.6,21.8
zhengzhou,2019/6/26,33,21,27.7,15,48.8,0,14.4,113.8,1004.2,40.3,304.8,26.1
zhengzhou,2019/6/27,31,24,27.7,18.1,56.6,0,9,137,1000.1,56.5,249.9,21.6
zhengzhou,2019/6/28,27,21,22.8,20.3,87.4,25,18.1,318,1000.2,58.9,55.9,4.7
zhengzhou,2019/6/29,36,19,28.2,16.7,55.1,0,14.4,255.5,997.7,59.2,307.7,26.6
zhengzhou,2019/6/30,33,25.5,29.4,11.8,35.1,0,25.2,23.2,1002.1,72.4,301.7,26.1
zhengzhou,2019/7/1,34.5,21.3,29,13.9,43.2,0,10.8,163.9,1006.1,32.2,322.5,27.8
zhengzhou,2019/7/2,35.7,23,30.5,14.7,40.4,0,14.4,187.2,1006.2,56.9,305.8,26.5
zhengzhou,2019/7/3,34.5,25,30.2,17.4,47.1,0,10.8,157.4,1006.1,71.7,279.8,24.2
zhengzhou,2019/7/4,34.7,26.6,29.4,17.5,50.3,0,21.6,226,1004.8,68.1,243.6,21.1
zhengzhou,2019/7/5,35,22.3,29.3,16.9,50.9,0,14.4,182.2,998.1,3.3,326.5,28.2
zhengzhou,2019/7/6,35,25,29,14.6,44,0,21.6,29.5,998.1,8.5,297.7,25.8
zhengzhou,2019/7/7,31,22,26.4,14.6,49.2,0,25.2,47.1,1005.6,26.7,307.9,26.6
zhengzhou,2019/7/8,27,22,24.8,17.4,63.6,0,18,41.7,1008.6,97.5,133.6,11.6
zhengzhou,2019/7/9,31,23,26.3,17.4,59.1,0.6,18,18.6,1005.3,59.5,226.2,19.4
zhengzhou,2019/7/10,28,22,24.5,19.1,72.6,0,18,35.6,1005.3,71.9,214.6,18.4
zhengzhou,2019/7/11,30.2,20,25.8,19.1,68.5,0,14.4,89.1,1007.3,49,247.7,21.1
zhengzhou,2019/7/12,29,24,25.6,20.3,73.2,42,14.4,172.9,1004.7,52,222.1,19.2
zhengzhou,2019/7/13,34,21,28.1,19.3,62.1,0,14.4,159.6,1001.3,22.8,293.3,25
zhengzhou,2019/7/14,35,24,29.6,19,55,0,14.4,174.3,1001.2,20.6,308.1,26.6
zhengzhou,2019/7/15,34,23,29.3,18.9,55.6,0,14.4,133.7,1004,65.4,258.3,22.2
zhengzhou,2019/7/16,33,25,29.7,19.1,53.8,0,18,116.8,1005.7,81.2,225.5,19.5
zhengzhou,2019/7/17,29,23,26.3,19.7,68.1,0.1,14.4,158.7,1006.4,85,137.7,11.8
zhengzhou,2019/7/18,33,23,28.2,19.3,59.9,0,21.6,50.8,1005.5,47.4,268.5,23.2
zhengzhou,2019/7/19,35,24,29.5,20.2,59.9,0,14.4,53.4,1003.7,17.4,276.4,23.8
zhengzhou,2019/7/20,36,24.8,29.8,21.7,64.1,13,18.1,129.6,1003.2,45.4,256.1,22.2
zhengzhou,2019/7/21,36,26,31.2,22.4,61.2,0,10.8,120,1003.4,41.6,264.2,22.7
zhengzhou,2019/7/22,36,28,32.3,23.2,59.7,0,12.6,155.7,1000.9,80.7,236.3,20.2
zhengzhou,2019/7/23,38,28,32.6,21.5,54.1,0,14.4,275,999.2,87.5,257.1,22.2
zhengzhou,2019/7/24,39,27.8,33.4,21.9,54.2,0,10.8,105.3,1000.8,63.2,252.3,21.6
zhengzhou,2019/7/25,37,29,32.8,21.3,52.5,0,14.4,30.1,1001.4,70.2,186,15.9
zhengzhou,2019/7/26,37,26,30.4,23.7,69.6,3,36,127.3,1000.1,36.7,253.3,21.9
zhengzhou,2019/7/27,36,26,30.7,25.3,74.7,0,14.4,145.3,999.7,60.8,164.6,14.2
zhengzhou,2019/7/28,37,29,32.6,25.8,69.2,0,14.4,134.6,1000.5,51.8,234.2,20.2
zhengzhou,2019/7/29,37,27,30.5,23.5,67.9,30,21.6,213.4,1001.1,74.4,192.5,16.7
zhengzhou,2019/7/30,33.3,24,28.7,22.9,72.4,7.2,14.4,219.5,1003.8,73.3,158,13.8
zhengzhou,2019/7/31,34.5,26,29.6,23.4,71.2,2.3,14.4,177.2,1004.3,50.2,284.7,24.8
zhengzhou,2019/8/1,32,23,27.7,23.7,80.1,90,21.6,98.3,1006.7,64.4,148.9,12.7
zhengzhou,2019/8/2,28,23,25.1,23.1,89,27.1,10.8,66.3,1008.1,60.3,216,18.5
zhengzhou,2019/8/3,30,24,27,22.7,77.9,0,18,39.4,1008.2,70.1,127.3,11
zhengzhou,2019/8/4,32,25,27.4,23.9,82.1,0.6,14.5,69.2,1006.8,78.6,94.2,8.1
zhengzhou,2019/8/5,32,25,28.5,24,77.9,2,18,95.9,1006.3,49,208.7,18.1
zhengzhou,2019/8/6,32,24,27.8,24,81.5,21,18,46.3,1005.6,60.6,116.3,10
zhengzhou,2019/8/7,31,24,27.2,23.5,81.9,3.2,14.4,36.7,1004.1,38,178,15.3
zhengzhou,2019/8/8,31.3,24,28.2,23.2,76.1,0.2,14.4,52.3,1005.6,65,188.1,16.4
zhengzhou,2019/8/9,33,25,28.2,23.8,78.8,0.3,32.4,344.4,1004,52.9,231.6,20.1
zhengzhou,2019/8/10,27,22.8,24.5,22.6,89.4,51.5,18,13.8,1002.1,53.5,103.7,9
zhengzhou,2019/8/11,32,23,26.5,20.9,73,13,21.6,3.6,998.8,36.1,233.5,20
zhengzhou,2019/8/12,28,23,25.3,23.3,89,5.1,10.8,143.6,999.2,63,105.6,9.2
zhengzhou,2019/8/13,31.2,24.5,27.4,22.1,74.4,0,14.4,90.4,1001.7,51.3,241.1,20.8
zhengzhou,2019/8/14,32,23,26.5,22.7,81.3,39.7,18,255.5,1003.4,36.6,228.2,19.7
zhengzhou,2019/8/15,34,21,28,21.3,70.8,0,8.9,225.8,1000.5,0,278.4,24
zhengzhou,2019/8/16,32,25,28.6,21,64.2,0,21.6,55,998.7,12.1,283.3,24.5
zhengzhou,2019/8/17,31.3,22.5,27.4,15.4,49.3,0,14.4,73.5,1005.1,32.6,250.9,21.6
zhengzhou,2019/8/18,32,21,27.3,17.5,56.9,0,14.4,136.3,1006.8,14,272.9,23.5
zhengzhou,2019/8/19,31.3,22,27.1,18.5,60.3,0,18,119.3,1008.4,46.3,261.7,22.6
zhengzhou,2019/8/20,31.3,22,27.2,19.7,64.1,0,14.4,134.8,1007.2,62,257.1,22.3
zhengzhou,2019/8/21,28,24,25.5,22.7,85,3,19.8,37.5,1009.1,82.8,66.2,5.7
zhengzhou,2019/8/22,32,23,26.9,19.9,68.2,0,14.4,56.2,1011,40.1,185.7,16.1
zhengzhou,2019/8/23,32,22.5,27.3,17.7,58.8,0,14.4,109.5,1011.9,51.6,251,21.7
zhengzhou,2019/8/24,32,23,27.6,19.2,61.8,0,14.5,80.9,1011.3,45.7,210.6,18.1
zhengzhou,2019/8/25,29,23,25.3,18.6,66.9,0,18,38.1,1011.5,27.4,222.6,19.1
zhengzhou,2019/8/26,31,21,26.4,20.4,71.1,0,14.4,29.2,1009.1,43.8,191.2,16.6
zhengzhou,2019/8/27,28,23.5,25.9,21.2,75.7,0.1,14.4,347.7,1009.9,51.2,81.1,7
zhengzhou,2019/8/28,34,20,27.5,15,54.2,0,21.6,289,1009.9,28.2,275.6,23.9
zhengzhou,2019/8/29,32,22,27.1,11.4,39.3,0,18,35.4,1010.5,0.7,281.2,24.3
zhengzhou,2019/8/30,32,18,25.6,13.2,49.9,0,10.8,245.7,1012.9,43.9,260.5,22.3
zhengzhou,2019/8/31,31,19,26,13.7,50.1,0,14.4,106.7,1013.7,62.6,222.3,19.2
zhengzhou,2019/9/1,32,19,25.8,14.3,52.1,0,18,89.4,1014.5,78.7,169.8,14.6
zhengzhou,2019/9/2,26.3,21,23.7,17.1,68.1,0,10.8,192.8,1016.6,57.9,174.6,15.1
zhengzhou,2019/9/3,31,18.5,24.8,15.2,58.3,0,18,40.8,1014.3,20.2,218.3,18.9
zhengzhou,2019/9/4,29.2,19,24.2,17,66.9,0,10.9,118.6,1011.9,16.9,245,21.2
zhengzhou,2019/9/5,32,17.8,24.9,15.1,59.6,0,14.4,168,1009.1,4,266.9,23.2
zhengzhou,2019/9/6,32,18,25.4,14.6,56.2,0,10.8,129,1007.2,1.2,263,22.9
zhengzhou,2019/9/7,33.3,18.5,26.4,15,53.6,0,10.8,255.9,1005.5,1.9,264.7,23
zhengzhou,2019/9/8,34,19,27.2,15.3,51.8,0,14.4,146,1005.7,0,262.4,22.8
zhengzhou,2019/9/9,32,19,26.5,16,55,0,18,112.5,1008,35.4,237.5,20.6
zhengzhou,2019/9/10,27,23,25.4,19.1,68.2,0.4,21.6,48.4,1013,39.9,73.4,6.5
zhengzhou,2019/9/11,22,18,19.4,18,91.8,9.2,21.6,39.5,1017.5,77.4,51.1,4.2
zhengzhou,2019/9/12,19,17,18,17.8,98.8,3.2,14.4,18,1015,74.7,34.7,2.9
zhengzhou,2019/9/13,27,18,22.3,17.5,76.6,0.1,25.2,310.6,1013.3,70.6,153.1,13.3
zhengzhou,2019/9/14,25,20,22.3,15,63.5,0,18,320,1016.7,89.5,79.4,6.8
zhengzhou,2019/9/15,21,15,17.2,15.8,92.2,11.2,21.6,312.1,1016.9,84.1,16.5,1.4
zhengzhou,2019/9/16,22,17,19,16.9,88.7,7.3,7.2,161.6,1016.5,77.4,192.8,16.8
zhengzhou,2019/9/17,19,17,18.2,17.7,97.3,7,10.8,271.3,1020,74.1,28.2,2.3
zhengzhou,2019/9/18,27,14.6,21.1,15.8,73.2,0,21.6,20.6,1023,18.7,245.3,21.2
zhengzhou,2019/9/19,21,18,19.7,13.7,69.1,1,18,11.9,1021.8,92.1,41.5,3.6
zhengzhou,2019/9/20,27,18,21.4,14.9,68.9,0.6,14.4,303.6,1017.8,80,145.6,12.5
zhengzhou,2019/9/21,27,16,21.6,13,62.7,0,14.4,3,1019.9,1.9,238.7,20.6
zhengzhou,2019/9/22,28,17.6,22.4,13.3,58.9,0,18,346.7,1021.9,0.2,241,20.8
zhengzhou,2019/9/23,30.5,15,21.9,13.8,65.6,0,10.8,216.1,1021.1,20,237.2,20.5
zhengzhou,2019/9/24,30,16,23.1,12.2,53.9,0,18,306.3,1020.5,65.4,228.1,19.7
zhengzhou,2019/9/25,31,18,23.5,12.5,53.9,0,18,338,1020.9,45.8,216.7,18.6
zhengzhou,2019/9/26,31,16.8,23.5,12.3,52.5,0,10.8,88,1021,18.4,216.4,18.8
zhengzhou,2019/9/27,30,16.8,23.5,11.7,50.5,0,7.2,152.9,1020.6,29.3,221.5,19.2
zhengzhou,2019/9/28,31,18,24.1,11.1,46.5,0,14.4,176.4,1018,7.8,213,18.4
zhengzhou,2019/9/29,32,16,24.6,11.2,45.6,0,14.4,150.2,1015.8,20.1,208.1,18
zhengzhou,2019/9/30,32,19,25.5,12.5,46.1,0,14.4,138.9,1013.7,14.6,210.9,18.3
zhengzhou,2019/10/1,31,18,24.4,13,51.5,0,14.4,107,1014,66.3,208.3,18
zhengzhou,2019/10/2,31,20,24.6,12.8,50.2,0,10.8,129.7,1013.1,47.8,194.8,16.8
zhengzhou,2019/10/3,32,17,24.7,13.6,54.8,0,18,276.4,1012.3,56.9,201.7,17.5
zhengzhou,2019/10/4,22,13.8,19.4,17.1,87.5,7.1,32.4,3.3,1016,73.2,46,3.7
zhengzhou,2019/10/5,16,12,14.3,8.5,70.8,18,28.8,29.3,1026,79.6,34.9,2.8
zhengzhou,2019/10/6,15.3,10.8,12,9.5,86.7,19.9,14.4,17,1025.1,80.6,17.8,1.5
zhengzhou,2019/10/7,22.3,9,15.4,11.5,80.8,0,10.8,248.1,1022.7,44,137,11.7
zhengzhou,2019/10/8,23,11,17.8,11.7,71.4,0,21.6,44.9,1022.7,17.5,213.2,18.6
zhengzhou,2019/10/9,18,13.8,14.8,13.3,91.4,26.5,10.8,2.7,1018.7,78.5,20.5,1.6
zhengzhou,2019/10/10,21,13,16.9,14,84.3,4,18,279.9,1014.2,71.7,123.6,10.7
zhengzhou,2019/10/11,20,16,17.7,14.2,80.9,0,18,31.8,1018.1,98.4,150.3,13.1
zhengzhou,2019/10/12,21.3,16.8,18.8,13,69.3,0.1,21.6,29.1,1020.5,64,83.9,7.1
zhengzhou,2019/10/13,23,15,19.4,12.6,66.7,0,17.9,12.1,1023.2,25.6,167.8,14.4
zhengzhou,2019/10/14,18,11,13.5,5.1,59.3,0.3,32.4,31.5,1033.5,95.3,30,2.5
zhengzhou,2019/10/15,16,11,13.6,-0.1,39.3,0.1,18,43.1,1033.5,85.2,140.8,12.2
zhengzhou,2019/10/16,13.3,10,11.5,5.2,65.8,0.7,10.8,308.6,1028.9,56.3,52.3,4.5
zhengzhou,2019/10/17,19,6,12.9,8.4,76.2,0,7.2,189.1,1025.3,44.7,142.3,12.2
zhengzhou,2019/10/18,22,8,14.5,9.3,74.8,0,10.8,176.1,1023.1,2.8,187.3,16.2
zhengzhou,2019/10/19,24,10,16.6,10.2,70.1,0,14.4,174.8,1020.9,7.5,186.4,16.1
zhengzhou,2019/10/20,24,11,18.1,12.6,73.2,0,14.4,294.7,1019.2,29.8,148.3,13
zhengzhou,2019/10/21,23,16,19.6,11,58.4,0,14.4,11.4,1018.4,31.8,86.2,7.3
zhengzhou,2019/10/22,18,14,15.9,11.1,74.8,0.5,7.3,351.8,1017.9,79.3,50.3,4.5
zhengzhou,2019/10/23,22,13,16.8,12.3,78,0.1,7.2,163.8,1018.2,34.7,102.9,8.9
zhengzhou,2019/10/24,21,11,15.8,9.6,70.6,0,25.2,284.7,1021,34.1,121.4,10.4
zhengzhou,2019/10/25,15.5,10.3,13.8,1.4,43.6,0,18,5.8,1027.2,84.7,92.4,8
zhengzhou,2019/10/26,17,8,12.2,2.2,51.6,0,14.4,189.2,1024.9,90.5,139.9,12.1
zhengzhou,2019/10/27,23,5,14.4,3.9,56.9,0,7.2,224.9,1017.8,48.5,179,15.4
zhengzhou,2019/10/28,23,9.9,17.3,-1.1,32.3,0,36,281.2,1016.4,9.8,181.1,15.6
zhengzhou,2019/10/29,23,6,15,0.4,41.9,0,14.4,236.8,1019.9,0,178.3,15.4
zhengzhou,2019/10/30,27,7,17,3.5,45.6,0,14.4,259.5,1019,0.5,174,14.8
zhengzhou,2019/10/31,27,8,17.7,0.8,37.9,0,21.6,296.2,1020.5,28.5,167.4,14.5
zhengzhou,2019/11/1,21.1,12,16.6,5.8,50.3,0,14.4,13.5,1022.4,51.3,101.7,8.7
zhengzhou,2019/11/2,23.3,13,17.5,6.4,49.7,0,12.6,298.1,1019.6,23,160.3,13.9
zhengzhou,2019/11/3,18.1,13,15.4,8.1,62.8,0,25.2,17.3,1024.1,24.9,143.2,12.3
zhengzhou,2019/11/4,19,9,12.7,7.7,73,0,18,24,1026.8,15.6,154.4,13.4
zhengzhou,2019/11/5,20,6,12.5,8.4,79.1,0,7.2,150.3,1022.3,11.1,158.1,13.7
zhengzhou,2019/11/6,19,10,14.1,8.3,70.4,0,7.2,165.2,1018.6,30,117.9,10.3
zhengzhou,2019/11/7,17,7.8,12.3,8.6,79.9,0,18,28,1023.5,20.5,131.6,11.3
zhengzhou,2019/11/8,18.2,6,11.8,7.8,79.1,0,10.8,232.6,1025.2,2.3,150.6,13.2
zhengzhou,2019/11/9,20,7,14.1,8,70,0,14.4,207.7,1021.3,20.4,125.1,10.8
zhengzhou,2019/11/10,22,12,16.3,-1.1,34.1,0,32.4,273.8,1015,0,157.9,13.7
zhengzhou,2019/11/11,21,7,15.6,-1,34.2,0,14.4,116.3,1015.2,40.4,150,13
zhengzhou,2019/11/12,24,10,17.7,4.1,42.8,0,25.2,274.2,1016.7,48,141.3,12.3
zhengzhou,2019/11/13,17,5.3,13.3,-5.1,32.1,0.6,50.4,293.2,1027.1,42.2,142.1,12.3
zhengzhou,2019/11/14,22,3,12.9,-1.6,40.2,0,18,200.9,1019.6,0,153.5,13.3
zhengzhou,2019/11/15,20,5.8,12.4,1.4,49.9,0,14.4,40.9,1014.7,7.2,147.7,12.7
zhengzhou,2019/11/16,14,6,10.3,3.7,64.2,0,14.4,19.4,1016.6,24.2,108.8,9.4
zhengzhou,2019/11/17,13,8,9.8,4.2,71.1,3,39.6,319.2,1022,63.9,77.1,6.5
zhengzhou,2019/11/18,12,2,7.3,-13.2,24.7,0,28.8,287.2,1030.1,63.5,144.4,12.3
zhengzhou,2019/11/19,14.7,-1,7.2,-2.2,54.5,0,10.8,155.4,1027.5,36.2,144.5,12.6
zhengzhou,2019/11/20,13,1,8.1,-2.9,47.9,0,14.4,142.3,1027.4,59.3,104.5,9
zhengzhou,2019/11/21,15,6,10,1.7,57.7,0,10.8,111.8,1024.2,21.4,134.1,11.7
zhengzhou,2019/11/22,16,5,10.1,5,74.5,0,10.8,131.8,1019.9,26.1,129.7,11.2
zhengzhou,2019/11/23,17,9,12.5,6.6,68.2,0,14.4,1.1,1018.5,17.9,121.1,10.5
zhengzhou,2019/11/24,11.2,6.9,9.8,1.6,59.3,0.2,25.2,346.3,1031.1,70.8,44.9,3.8
zhengzhou,2019/11/25,6,0,3.6,-17.3,20.9,0,21.6,61.3,1038,41.1,137.2,12
zhengzhou,2019/11/26,6,-1,4,-6.2,48.4,0,10.8,169.9,1031.3,53.5,68.4,6
zhengzhou,2019/11/27,5.2,3.5,4.8,-4.9,51.3,0,25.2,25.8,1036.2,56.5,96,8.4
zhengzhou,2019/11/28,7,-2,3,-7.2,48.9,0,18,58.9,1037.3,43.4,130.1,11.3
zhengzhou,2019/11/29,5,3,4.1,-5.9,48.1,0,10.8,91.3,1033,91,53.2,4.6
zhengzhou,2019/11/30,6.5,3,4.8,-2.8,58,0,7.8,295.6,1028.8,47.5,47.9,4.1
zhengzhou,2019/12/1,11,4,6.7,-4.7,47.6,0,18,303.6,1029.1,21.8,111.8,9.7
zhengzhou,2019/12/2,10,1,5.6,-14.5,23.6,0,25.2,291.1,1031,0,136,11.8
zhengzhou,2019/12/3,14,-1,6.7,-13.8,23.5,0,25.2,273.5,1028,0.4,134.6,11.8
zhengzhou,2019/12/4,14,1,7.6,-13,23.6,0,32.4,293.7,1031.3,0.1,133.6,11.6
zhengzhou,2019/12/5,10,1,4.9,-8.2,41.7,0,21.6,7.4,1036.9,20.2,128.2,11
zhengzhou,2019/12/6,4,-2,1,-2.1,79.9,0,14.4,113.7,1037.5,49.8,111,9.6
zhengzhou,2019/12/7,7.3,-5,0,-1.5,91.2,0,10.8,145.8,1031.3,20.9,128.2,11
zhengzhou,2019/12/8,12.3,-2,3.9,-1.2,74.1,0,14.4,219.2,1025.5,39.2,124.9,10.8
zhengzhou,2019/12/9,19,-0.2,8.8,-7,37.4,0,28.8,275.7,1019.6,0,126.8,11
zhengzhou,2019/12/10,18,0.6,9.3,-8,34.4,0,36,282.9,1018,8.1,126.9,11
zhengzhou,2019/12/11,16,-1,7,-7.6,41.3,0,14.4,4.5,1024.1,0,127.6,11.1
zhengzhou,2019/12/12,9,-0.6,4.6,-6.3,46.3,0,14.4,43.8,1027.3,22.6,101.5,8.8
zhengzhou,2019/12/13,17,1,8.9,-2.8,46,0,18,328.1,1024.6,21.7,122.6,10.6
zhengzhou,2019/12/14,7,4,5.1,-7.6,39.9,0,21.6,37.6,1030.7,62.4,48,4.2
zhengzhou,2019/12/15,5,2,3,0,82.5,7.4,14.4,14.3,1024.7,79.4,10.4,0.8
zhengzhou,2019/12/16,10,2,5.3,1.9,80.6,1.1,21.6,312.4,1019.9,48.6,63.1,5.5
zhengzhou,2019/12/17,9.6,3.5,6.7,-1.4,56.4,0,18,344.4,1026.5,24.6,105,8.9
zhengzhou,2019/12/18,6,0,2.9,-3.8,62.3,0,14.4,54.8,1032,66.3,85.8,7.4
zhengzhou,2019/12/19,11,-4,3.4,-2.1,71.4,0,14.4,126.9,1029,11.2,123.4,10.6
zhengzhou,2019/12/20,6,0,2.3,-0.9,79.8,0,12.1,66.1,1028.9,18.8,119.6,10.4
zhengzhou,2019/12/21,8,-1,2.7,-0.2,82.6,0,7.2,159.3,1024,25.1,114.9,10
zhengzhou,2019/12/22,9.5,-3,2.1,-0.1,87.5,0,21.6,64.1,1019.5,23,123.8,10.7
zhengzhou,2019/12/23,2.2,0,1,-1.7,82.5,0,18,28.3,1025.8,82.9,59.4,5.2
zhengzhou,2019/12/24,4.2,1,2.7,-0.6,79,0,10.8,74.3,1026.4,100,91.6,7.9
zhengzhou,2019/12/25,4.3,2,3.4,1.3,86.2,0,18,6.9,1023.4,100,48,4.2
zhengzhou,2019/12/26,8,0,3.6,-8.6,47,0,39.6,301.8,1028.9,40.3,129.2,11
zhengzhou,2019/12/27,13,-6,3.8,-8.8,44.6,0,14.4,210.4,1023.7,5.1,128.8,11
zhengzhou,2019/12/28,12,-2.6,5.3,-2.3,59.5,0,18,183.5,1019.5,19.7,118,10.1
zhengzhou,2019/12/29,12.5,1,6.3,1.9,75.2,0,10.8,175,1018.7,1.4,125.8,10.9
zhengzhou,2019/12/30,6,-1.8,2.9,-8.3,45.9,0,28.8,33.2,1034.2,40.7,127.2,11
zhengzhou,2019/12/31,1,-6,-2.5,-20.3,24.7,0,14.4,101,1040.1,18.2,129.6,11
zhengzhou,2020/1/1,4.3,-5,0.4,-10.6,44.8,0,10.8,130.4,1030.4,39.4,113,9.7
zhengzhou,2020/1/2,7,1,3.5,-6.1,50.5,0,10.8,117.2,1030.7,65.6,89.3,7.7
zhengzhou,2020/1/3,10,-1,4.7,-2.6,61.3,0,7.2,157.8,1029.1,30,87.7,7.6
zhengzhou,2020/1/4,11,-2,5.2,0,71.5,0,14.4,93.4,1026.7,25.4,111.4,9.4
zhengzhou,2020/1/5,6,1,2.2,1.3,94.4,28.9,21.6,27.6,1026.1,83.1,12.2,1
zhengzhou,2020/1/6,2.5,0,1.3,0.3,93.1,8.2,18,358.6,1024.3,83.5,32.2,2.7
zhengzhou,2020/1/7,4,0,1.7,0.1,89.9,9.1,25.2,347,1024.1,96.3,53.7,4.5
zhengzhou,2020/1/8,4,-1.2,1.2,-0.6,87.9,0,10.8,138.3,1029.3,84.3,76.3,6.6
zhengzhou,2020/1/9,5.3,1,2.7,-4.2,62.2,0,10.8,93.7,1027.2,44,79.2,6.8
zhengzhou,2020/1/10,6,1,3.8,-1.1,70.4,0,10.8,70.4,1025.5,40.4,87.3,7.4
zhengzhou,2020/1/11,4,-2.3,2.4,-1.1,78,0,18,27.1,1025.6,39.2,45.4,3.8
zhengzhou,2020/1/12,3.5,-4,0.2,-2.1,85.1,0,7.2,153.9,1024.4,35.9,91.8,7.9
zhengzhou,2020/1/13,5.3,-3,0.7,-2.3,81.8,0,21.6,350.1,1025.1,30,92.9,7.9
zhengzhou,2020/1/14,3,-6,-1.2,-5,77.3,0,10.8,102,1029.7,13.1,126.4,10.8
zhengzhou,2020/1/15,1.5,-2.1,-0.7,-6,69.1,0.6,10.8,62.2,1029.7,40.4,57.2,4.9
